Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
1.370000000e+002	-1.901721102e+000	-8.191270441e-001		1.370000000e+002	-5.602694943e+000	-1.126034418e+000		1.370000000e+002	-7.556138216e+000	-1.534368437e+000		
1.380000000e+002	-1.194296772e+000	-5.067967970e-001		1.380000000e+002	-3.876928802e+000	-5.487392994e-001		1.380000000e+002	-6.439472642e+000	-7.189912652e-001		
1.390000000e+002	-5.905360275e-001	-1.713172416e-001		1.390000000e+002	-2.689331134e+000	-2.781769221e-001		1.390000000e+002	-5.410514006e+000	-3.065071997e-001		
1.400000000e+002	-2.802309397e-001	-1.954545745e-001		1.400000000e+002	-2.259338103e+000	-3.756052030e-001		1.400000000e+002	-5.298191338e+000	-3.384763167e-001		
1.410000000e+002	3.955989445e-001	-3.549506147e-001		1.410000000e+002	-2.095044699e+000	3.118628807e-002		1.410000000e+002	-5.111499841e+000	-4.487031022e-001		
1.420000000e+002	1.200036429e+000	-2.108414850e-001		1.420000000e+002	-1.824795241e+000	5.281591542e-002		1.420000000e+002	-5.384227949e+000	-2.465889432e-001		
1.430000000e+002	1.588872962e+000	-2.766801825e-001		1.430000000e+002	-1.631257018e+000	2.766835497e-002		1.430000000e+002	-5.325384912e+000	-2.702285259e-001		
1.440000000e+002	2.366386833e+000	-2.405132220e-001		1.440000000e+002	-1.661471008e+000	-1.895632957e-001		1.440000000e+002	-5.858982742e+000	-2.499435761e-001		
1.450000000e+002	3.311729743e+000	-7.954262197e-001		1.450000000e+002	-1.404917626e+000	6.072572253e-002		1.450000000e+002	-6.513784290e+000	1.820265491e-001		
1.460000000e+002	4.794851941e+000	-1.988593994e-001		1.460000000e+002	-1.488625932e+000	-7.321286415e-002		1.460000000e+002	-7.514674901e+000	-2.857969614e-001		
1.470000000e+002	6.299243381e+000	-6.875779675e-001		1.470000000e+002	-1.453663433e+000	-8.323452090e-002		1.470000000e+002	-8.502700029e+000	3.156163447e-001		
1.480000000e+002	9.386911274e+000	-1.621339598e+000		1.480000000e+002	-1.450523985e+000	2.702228977e-002		1.480000000e+002	-1.124708971e+001	7.949596252e-001		
1.490000000e+002	1.503525002e+001	-6.630823084e+000		1.490000000e+002	-2.009335619e+000	1.423250595e-001		1.490000000e+002	-1.616370007e+001	5.322982893e+000		
1.500000000e+002	-1.620467189e+000	-1.156062568e+001		1.500000000e+002	-6.054610235e-001	4.017858928e-001		1.500000000e+002	-5.272124477e-001	1.003846397e+001		
1.510000000e+002	-1.058412557e+001	-4.648398436e+000		1.510000000e+002	-6.314306371e-001	-1.489981127e-001		1.510000000e+002	8.109493281e+000	4.417836548e+000		
1.520000000e+002	-7.809916634e+000	-2.004677648e+000		1.520000000e+002	-6.771390087e-001	5.478637296e-002		1.520000000e+002	6.762491046e+000	1.441254235e+000		
1.530000000e+002	-3.941721066e+000	-2.183210257e+000		1.530000000e+002	-4.111354341e-001	1.384833918e-002		1.530000000e+002	3.472844314e+000	1.271776848e+000		
1.540000000e+002	-4.847102361e-001	-3.762193613e+000		1.540000000e+002	-1.023335773e+000	2.165838411e-001		1.540000000e+002	1.862676338e+000	1.277373843e+000		
1.550000000e+002	1.403895066e+000	-8.932748879e+000		1.550000000e+002	-8.925377891e-001	6.671537591e-001		1.550000000e+002	1.077228026e+000	9.810736660e-001		
1.560000000e+002	-1.121386366e+001	-1.138729680e+001		1.560000000e+002	-6.113293883e-001	1.237610127e+000		1.560000000e+002	2.334838507e+000	1.136775331e+000		
1.570000000e+002	-1.140477960e+001	-4.101914117e+000		1.570000000e+002	-1.219116699e-001	1.097102299e-001		1.570000000e+002	1.686966636e+000	3.980355590e-001		
1.580000000e+002	-8.538713581e+000	-1.211368608e+000		1.580000000e+002	9.880416593e-002	1.629487839e-001		1.580000000e+002	1.009729748e+000	1.183403691e-001		
1.590000000e+002	-7.585649397e+000	-9.384611754e-001		1.590000000e+002	1.790425880e-002	-1.082136361e-001		1.590000000e+002	9.032118930e-001	-7.462482198e-002		
1.600000000e+002	-6.006877846e+000	-5.154353603e-001		1.600000000e+002	-1.096522581e-001	-2.144621634e-001		1.600000000e+002	2.685213909e-001	2.899309375e-002		
1.610000000e+002	-5.517503221e+000	-1.442760311e-001		1.610000000e+002	-1.990449602e-001	1.514114485e-001		1.610000000e+002	1.464501375e-001	-8.317167912e-003		
1.620000000e+002	-4.923206867e+000	8.140451337e-002		1.620000000e+002	-2.030548482e-001	1.275697365e-001		1.620000000e+002	-1.879930369e-001	-1.412021766e-001		
1.630000000e+002	-4.489920057e+000	-3.291417272e-001		1.630000000e+002	-4.581493563e-001	-3.690681888e-003		1.630000000e+002	-1.959666445e-001	7.285143694e-002		
1.640000000e+002	-4.063824520e+000	-2.216241173e-001		1.640000000e+002	-9.110643786e-002	1.546260569e-001		1.640000000e+002	-3.135199514e-001	1.769884488e-001		
1.650000000e+002	-3.562770444e+000	-1.179010768e-001		1.650000000e+002	-2.972944616e-001	-1.557259042e-001		1.650000000e+002	-5.257896650e-001	-2.742544537e-002		
1.660000000e+002	-3.544968666e+000	-9.516782463e-002		1.660000000e+002	-2.988352058e-001	3.209814343e-003		1.660000000e+002	-5.433401062e-001	2.560632351e-002		
1.670000000e+002	-3.317256137e+000	-9.171015776e-002		1.670000000e+002	-4.043830147e-001	1.089633188e-001		1.670000000e+002	-6.891820686e-001	-8.888319096e-002		
1.680000000e+002	-2.918545946e+000	-1.364059557e-001		1.680000000e+002	-4.104216845e-001	-5.724920784e-002		1.680000000e+002	-7.226756408e-001	-6.272187170e-002		
1.690000000e+002	-2.839538789e+000	-9.250976495e-002		1.690000000e+002	-4.263856265e-001	-9.461136711e-002		1.690000000e+002	-8.767595417e-001	5.451132603e-002		
1.700000000e+002	-2.561441829e+000	3.484825567e-003		1.700000000e+002	-5.635742440e-001	5.072864514e-002		1.700000000e+002	-1.186108028e+000	-1.629506559e-001		
1.710000000e+002	-2.437118793e+000	-1.157455933e-001		1.710000000e+002	-5.484297599e-001	1.767640619e-001		1.710000000e+002	-1.128781666e+000	2.104658931e-002		
1.720000000e+002	-2.245261107e+000	-1.243833543e-002		1.720000000e+002	-4.690085226e-001	2.174127989e-002		1.720000000e+002	-1.389084628e+000	-1.087274323e-001		
1.730000000e+002	-2.093961360e+000	-1.059291657e-001		1.730000000e+002	-4.207296507e-001	-8.295216215e-002		1.730000000e+002	-1.363978477e+000	-7.342744124e-002		
1.740000000e+002	-1.832732016e+000	-4.860976935e-002		1.740000000e+002	-3.689691891e-001	6.388776241e-002		1.740000000e+002	-1.658288479e+000	2.413186124e-002		
1.750000000e+002	-1.694289195e+000	-1.756436345e-001		1.750000000e+002	-7.024242901e-001	1.402756004e-001		1.750000000e+002	-1.736259753e+000	5.616683468e-002		
1.760000000e+002	-1.490645767e+000	-7.396453430e-002		1.760000000e+002	-2.861764220e-001	1.703350761e-001		1.760000000e+002	-1.856458319e+000	-1.133481089e-001		
1.770000000e+002	-1.332575439e+000	5.781069792e-003		1.770000000e+002	-4.399717160e-001	-3.954306087e-002		1.770000000e+002	-2.282245775e+000	-1.591656167e-001		
1.780000000e+002	-1.170235158e+000	-9.726414502e-002		1.780000000e+002	-6.327695923e-001	-3.178843681e-002		1.780000000e+002	-2.265617388e+000	6.834286871e-002		
1.790000000e+002	-9.008446891e-001	-1.003109828e-001		1.790000000e+002	-4.143449491e-001	1.175345253e-004		1.790000000e+002	-2.732767215e+000	-1.591510174e-001		
1.800000000e+002	-5.626340045e-001	-1.653571965e-001		1.800000000e+002	-4.560244451e-001	2.179995734e-001		1.800000000e+002	-3.471116027e+000	-4.724657214e-002		
1.810000000e+002	-3.584592637e-001	-2.863428128e-001		1.810000000e+002	-6.680132344e-001	7.351687875e-002		1.810000000e+002	-3.567962694e+000	2.873873019e-001		
1.820000000e+002	-9.744188346e-002	-1.989986946e-001		1.820000000e+002	-3.120076035e-001	6.497829526e-003		1.820000000e+002	-3.997510913e+000	7.087589821e-002		
1.830000000e+002	4.375200038e-001	-2.400256219e-001		1.830000000e+002	-2.673163944e-001	8.484502817e-002		1.830000000e+002	-5.351579556e+000	1.755886652e-001		
1.840000000e+002	1.003788885e+000	-3.659945759e-001		1.840000000e+002	-2.643893111e-002	-1.017684100e-001		1.840000000e+002	-6.549641468e+000	4.741908533e-001		
1.850000000e+002	1.676122349e+000	-7.119583104e-001		1.850000000e+002	-4.686584125e-002	-2.265926946e-002		1.850000000e+002	-8.061572718e+000	1.171917058e+000		
1.860000000e+002	3.069689708e+000	-9.278349175e-001		1.860000000e+002	2.803077411e-001	-3.848742475e-001		1.860000000e+002	-1.174159123e+001	1.645131836e+000		
1.870000000e+002	4.655107750e+000	-1.773520410e+000		1.870000000e+002	5.127847279e-001	-5.282820753e-001		1.870000000e+002	-1.561715234e+001	3.691438897e+000		
1.880000000e+002	4.559013392e+000	-4.140175647e+000		1.880000000e+002	8.113603553e-001	-9.433572089e-001		1.880000000e+002	-1.542817124e+001	1.045788015e+001		
1.890000000e+002	-5.057250396e+000	-3.307112422e+000		1.890000000e+002	-2.981516954e+000	-1.458008558e+000		1.890000000e+002	1.226698486e+001	9.559925853e+000		
1.900000000e+002	-6.350169676e+000	-2.022128362e+000		1.900000000e+002	-3.589065837e+000	-3.329610097e-001		1.900000000e+002	1.616633431e+001	5.038168450e+000		
1.910000000e+002	-3.945921778e+000	-7.159890337e-001		1.910000000e+002	-2.822607767e+000	-2.441181948e-001		1.910000000e+002	1.006120049e+001	1.644563909e+000		
1.920000000e+002	-2.796228352e+000	-6.565088295e-001		1.920000000e+002	-2.381146508e+000	-2.036633880e-001		1.920000000e+002	7.184710288e+000	1.279805036e+000		
1.930000000e+002	-2.174386777e+000	-5.226745775e-001		1.930000000e+002	-2.456675114e+000	-3.418620446e-001		1.930000000e+002	6.615157644e+000	1.017274906e+000		
1.940000000e+002	-1.366449931e+000	-8.182591082e-001		1.940000000e+002	-2.284851236e+000	1.553653219e-001		1.940000000e+002	5.793831440e+000	7.479820250e-001		
1.950000000e+002	-5.685128234e-001	-1.145324475e+000		1.950000000e+002	-1.916074670e+000	-1.366385115e-001		1.950000000e+002	4.768819894e+000	7.485940535e-001		
1.960000000e+002	-8.457335330e-001	-3.562619904e+000		1.960000000e+002	-2.308056292e+000	-9.615410732e-001		1.960000000e+002	4.547859468e+000	1.709754694e+000		
1.970000000e+002	-3.323842141e+000	-2.836420249e+000		1.970000000e+002	-3.168517700e+000	-4.881964694e-001		1.970000000e+002	5.363370259e+000	1.295820276e+000		
1.980000000e+002	-2.551071333e+000	-8.341947025e-001		1.980000000e+002	-3.290124024e+000	1.744289132e-001		1.980000000e+002	5.207773913e+000	4.240461868e-001		
1.990000000e+002	-1.947027646e+000	-4.343390310e-001		1.990000000e+002	-3.464274845e+000	-2.306980343e-001		1.990000000e+002	4.967671246e+000	2.629817476e-001		
2.000000000e+002	-1.322450590e+000	-2.370728652e-001		2.000000000e+002	-3.583482651e+000	2.585367733e-001		2.000000000e+002	4.894026329e+000	-2.900798177e-002		
2.010000000e+002	-8.156772786e-001	-4.057773281e-001		2.010000000e+002	-3.725425807e+000	5.724365864e-002		2.010000000e+002	4.915490067e+000	-7.027851764e-002		
2.020000000e+002	-3.424375566e-001	-4.026678567e-001		2.020000000e+002	-3.841688564e+000	1.977088617e-001		2.020000000e+002	4.976910168e+000	1.188603526e-001		
2.030000000e+002	3.334444768e-001	-4.158109098e-001		2.030000000e+002	-4.399252510e+000	4.372518432e-001		2.030000000e+002	5.378957123e+000	-3.305436746e-001		
2.040000000e+002	8.037733802e-001	-7.269406825e-001		2.040000000e+002	-4.962987407e+000	7.920025652e-001		2.040000000e+002	5.736992094e+000	-5.940668976e-001		
2.050000000e+002	1.436059651e+000	-7.643320890e-001		2.050000000e+002	-5.608686570e+000	8.157783190e-001		2.050000000e+002	6.343059701e+000	-7.089332743e-001		
2.060000000e+002	2.410608871e+000	-9.613016493e-001		2.060000000e+002	-6.399098503e+000	1.200097015e+000		2.060000000e+002	7.332336211e+000	-1.095674848e+000		
2.070000000e+002	3.209998713e+000	-1.412682662e+000		2.070000000e+002	-7.301356201e+000	1.603489197e+000		2.070000000e+002	7.978729333e+000	-1.559397471e+000		
2.080000000e+002	5.223006795e+000	-3.445819562e+000		2.080000000e+002	-9.704869295e+000	4.238431239e+000		2.080000000e+002	1.053409124e+001	-4.118021450e+000		
2.090000000e+002	6.516393252e+000	-5.809971838e+000		2.090000000e+002	-1.099368472e+001	6.736897003e+000		2.090000000e+002	1.218785711e+001	-7.242278602e+000		
2.100000000e+002	6.629043062e+000	-9.482690160e+000		2.100000000e+002	-1.134068869e+001	1.097696434e+001		2.100000000e+002	1.217905814e+001	-1.207774858e+001		
2.110000000e+002	-1.789955663e+000	-1.435013752e+001		2.110000000e+002	-1.682400078e+000	1.625761024e+001		2.110000000e+002	1.314376210e+000	-1.858571901e+001		
2.120000000e+002	-1.014787932e+001	-7.045226722e+000		2.120000000e+002	8.987118132e+000	8.047996159e+000		2.120000000e+002	-1.007412588e+001	-9.513555808e+000		
2.130000000e+002	-9.025125652e+000	-4.982771483e+000		2.130000000e+002	7.227475166e+000	5.701259394e+000		2.130000000e+002	-8.750144120e+000	-6.719024428e+000		
2.140000000e+002	-7.294935518e+000	-2.951481997e+000		2.140000000e+002	5.792205458e+000	3.604040430e+000		2.140000000e+002	-7.148086798e+000	-4.102549339e+000		
2.150000000e+002	-6.688857409e+000	-1.715273696e+000		2.150000000e+002	5.249608324e+000	2.176683768e+000		2.150000000e+002	-6.462254670e+000	-2.335792313e+000		
2.160000000e+002	-5.300255713e+000	-1.311553595e+000		2.160000000e+002	3.223187643e+000	1.423124927e+000		2.160000000e+002	-4.800932257e+000	-1.769323588e+000		
2.170000000e+002	-4.965038945e+000	-6.921475891e-001		2.170000000e+002	3.129696800e+000	1.421051898e+000		2.170000000e+002	-4.728339949e+000	-1.016105114e+000		
2.180000000e+002	-3.876108420e+000	-9.007048468e-001		2.180000000e+002	1.767882182e+000	1.170346118e+000		2.180000000e+002	-3.288642358e+000	-8.828690322e-001		
2.190000000e+002	-3.277849806e+000	-1.409670803e+000		2.190000000e+002	5.606217061e-001	2.100836190e+000		2.190000000e+002	-3.111697415e+000	-1.413293475e+000		
2.200000000e+002	-2.895473147e+000	-2.780464303e+000		2.200000000e+002	9.154836187e-002	4.510049945e+000		2.200000000e+002	-2.893270292e+000	-2.729329897e+000		
2.210000000e+002	-5.486323658e+000	-2.603786597e+000		2.210000000e+002	4.626384665e+000	4.284495148e+000		2.210000000e+002	-4.989612665e+000	-2.561767998e+000		
2.220000000e+002	-4.699477993e+000	-6.804398393e-001		2.220000000e+002	3.528615101e+000	1.072116783e+000		2.220000000e+002	-4.359979214e+000	-7.900717604e-001		
2.230000000e+002	-3.981886317e+000	-5.988648081e-001		2.230000000e+002	2.371510426e+000	8.443108962e-001		2.230000000e+002	-3.817972180e+000	-7.050459427e-001		
2.240000000e+002	-3.420353497e+000	-6.285470478e-001		2.240000000e+002	1.492235184e+000	7.809458403e-001		2.240000000e+002	-3.378161214e+000	-6.910756275e-001		
2.250000000e+002	-3.154161797e+000	-5.738299395e-001		2.250000000e+002	1.300728271e+000	6.762139398e-001		2.250000000e+002	-3.307061464e+000	-6.310606095e-001		
2.260000000e+002	-3.010911049e+000	-6.214134902e-001		2.260000000e+002	1.110219217e+000	6.994680082e-001		2.260000000e+002	-3.231657724e+000	-5.710968897e-001		
2.270000000e+002	-2.724411302e+000	-6.673639600e-001		2.270000000e+002	6.203625828e-001	8.609909217e-001		2.270000000e+002	-2.922477282e+000	-6.129204095e-001		
2.280000000e+002	-2.710392655e+000	-4.539302641e-001		2.280000000e+002	3.811490036e-001	6.254327870e-001		2.280000000e+002	-3.267673416e+000	-4.372424102e-001		
2.290000000e+002	-2.256843699e+000	-5.703261043e-001		2.290000000e+002	3.663240026e-002	6.985793099e-001		2.290000000e+002	-2.959004302e+000	-5.241498740e-001		
2.300000000e+002	-2.287170789e+000	-3.997113073e-001		2.300000000e+002	-5.773673252e-001	9.551499533e-001		2.300000000e+002	-3.329625657e+000	-3.766036940e-001		
2.310000000e+002	-2.012854820e+000	-4.911333505e-001		2.310000000e+002	-1.145104890e+000	6.973982364e-001		2.310000000e+002	-3.474542259e+000	-5.118337911e-001		
2.320000000e+002	-1.610512135e+000	-4.102810157e-001		2.320000000e+002	-1.918232792e+000	5.971395364e-001		2.320000000e+002	-3.730217397e+000	-3.604047529e-001		
2.330000000e+002	-1.187098982e+000	-4.726959128e-001		2.330000000e+002	-2.854275514e+000	9.976603337e-001		2.330000000e+002	-3.997393827e+000	-3.477995768e-001		
2.340000000e+002	-8.188327725e-001	-4.394417159e-001		2.340000000e+002	-3.637501035e+000	1.178042594e+000		2.340000000e+002	-4.215037717e+000	-1.259130244e-001		
2.350000000e+002	-2.890222305e-001	-5.859856610e-001		2.350000000e+002	-5.178471231e+000	1.874144762e+000		2.350000000e+002	-4.756641368e+000	2.221988756e-001		
2.360000000e+002	4.919404093e-001	-1.012913443e+000		2.360000000e+002	-7.599831226e+000	3.911701085e+000		2.360000000e+002	-5.885253629e+000	7.426614566e-001		
2.370000000e+002	1.521721664e+000	-2.147410066e+000		2.370000000e+002	-1.059494886e+001	7.991666392e+000		2.370000000e+002	-7.145352970e+000	2.629018684e+000		
2.380000000e+002	1.288736169e+000	-4.271051235e+000		2.380000000e+002	-8.235744934e+000	1.498403859e+001		2.380000000e+002	-6.194590834e+000	5.777792179e+000		
2.390000000e+002	-2.637115139e+000	-5.248928757e+000		2.390000000e+002	7.634292704e+000	1.802702699e+001		2.390000000e+002	3.715193645e-001	6.912226077e+000		
2.400000000e+002	-3.834873833e+000	-3.321916247e+000		2.400000000e+002	1.087679686e+001	1.096615739e+001		2.400000000e+002	2.146081662e+000	4.191693986e+000		
2.410000000e+002	-3.822838066e+000	-1.640523850e+000		2.410000000e+002	1.112648076e+001	4.515893755e+000		2.410000000e+002	2.055632145e+000	1.517806568e+000		
2.420000000e+002	-3.464934962e+000	-1.261402461e+000		2.420000000e+002	9.640371497e+000	3.426612360e+000		2.420000000e+002	1.145779692e+000	9.434620420e-001		
2.430000000e+002	-2.580016726e+000	-9.775536876e-001		2.430000000e+002	7.594857588e+000	2.041304056e+000		2.430000000e+002	6.651227405e-001	5.537437641e-001		
2.440000000e+002	-1.892666367e+000	-1.012494889e+000		2.440000000e+002	7.098772092e+000	1.845839452e+000		2.440000000e+002	5.051454335e-001	2.541663880e-001		
2.450000000e+002	-1.668320943e+000	-9.734674358e-001		2.450000000e+002	7.076738872e+000	1.113456593e+000		2.450000000e+002	3.821072097e-001	8.279245101e-002		
2.460000000e+002	-1.255988778e+000	-8.787077052e-001		2.460000000e+002	5.921779093e+000	6.922052084e-001		2.460000000e+002	2.596497734e-001	-7.434860807e-002		
2.470000000e+002	-5.809149705e-001	-7.450804935e-001		2.470000000e+002	5.846204003e+000	3.405817784e-001		2.470000000e+002	1.537547417e-001	8.709358987e-002		
